"证券代码","证券简称","上市板","上市日期","企业规模","成立日期","注册资本[元]","主营产品类型","所属区县","城市","注册地址","办公地址","员工总数","证监会行业名称","总市值[元]","市值[亿元]","市盈率PE","Wind ESG评级","Wind ESG综合得分","坐标"
"300346.SZ","南大光电","创业板","2012-08-07T00:00:00+08:00","大型","2000-12-28T00:00:00+08:00","543733750","高分子聚合物","吴中区","苏州市","江苏省苏州市工业园区胜浦平胜路67号","江苏省苏州市工业园区胜浦平胜路67号","1112","制造业","17013429037.5","170.134290375","97.6108016967773","BBB","6.51","POINT(120.8110296 31.32962462)"
"300618.SZ","寒锐钴业","创业板","2017-03-06T00:00:00+08:00","大型","1997-05-12T00:00:00+08:00","309617139","有色金属矿产","江宁区","南京市","江苏省南京市江宁区双龙大道1698号景枫中心31楼","江苏省南京市江宁区双龙大道1698号景枫中心31楼","1455","制造业","17007269445.27","170.0726944527","23.0818824768066","BB","5.09","POINT(118.81596479 31.93181766)"
"688559.SH","海目星","科创板","2020-09-09T00:00:00+08:00","大型","2008-04-03T00:00:00+08:00","200000000","专用设备与零部件","龙华区","深圳市","广东省深圳市龙华区观澜街道君子布社区环观南路26号101","广东省深圳市龙华区观澜街道君子布社区环观南路26号101/广东省深圳市龙华区观湖街道鹭湖社区观盛五路8-1号科姆龙科技园B栋","4060","制造业","17000000000","170","119.030914306641","BB","5.77","POINT(114.09720186 22.72402158)"
"603379.SH","三美股份","主板","2019-04-02T00:00:00+08:00","大型","2001-05-11T00:00:00+08:00","610479037","催化剂及化学助剂、制冷剂","武义县","金华市","浙江省金华市武义县城青年路胡处","浙江省金华市武义县城青年路胡处","1722","制造业","16989631599.71","169.8963159971","25.523380279541","BBB","6.46","POINT(119.82714434 28.89624167)"
"600060.SH","海信视像","主板","1997-04-22T00:00:00+08:00","大型","1997-04-17T00:00:00+08:00","1308261222","空调器具、清洁器具、视频产品、移动通讯设备与配件、制冷器具","黄岛区","青岛市","山东省青岛市经济技术开发区前湾港路218号","山东省青岛市经济技术开发区前湾港路218号","18385","制造业","16981230661.56","169.8123066156","13.7670831680298","A","7.1","POINT(120.15561436 36.00203169)"
"002643.SZ","万润股份","主板","2011-12-20T00:00:00+08:00","大型","1995-07-05T00:00:00+08:00","930335215","半导体材料","福山区","烟台市","山东省烟台市经济技术开发区五指山路11号","山东省烟台市经济技术开发区五指山路11号","3842","制造业","16978617673.75","169.7861767375","23.3325328826904","BBB","6.61","POINT(121.2725755 37.54614268)"
"603505.SH","金石资源","主板","2017-05-03T00:00:00+08:00","中型","2001-05-15T00:00:00+08:00","434826162","矿物类非金属矿产","拱墅区","杭州市","浙江省杭州市拱墅区莫干山路耀江国际大厦B座20层B室","浙江省杭州市西湖区求是路8号公元大厦南楼2301室","947","采矿业","16966916841.24","169.6691684124","72.1381683349609","BBB","5.98","POINT(120.14652984 30.28153741)"
"688261.SH","东微半导","科创板","2022-02-10T00:00:00+08:00","中型","2008-09-12T00:00:00+08:00","67376367","电子元器件","吴中区","苏州市","江苏省苏州市苏州工业园区金鸡湖大道99号苏州纳米城西北区20幢515室","江苏省苏州市苏州工业园区东长路88号2.5产业园三期N2栋5层","75","制造业","16955262755.55","169.55262755549998","97.5071029663086","","2.99","POINT(120.76866071 31.28896388)"
"600167.SH","联美控股","主板","1999-01-28T00:00:00+08:00","大型","1999-01-25T00:00:00+08:00","2288119475","开发区园区、热力、物业出租和管理、有线电视网","浑南区","沈阳市","辽宁省沈阳市浑南新区新明街8号","辽宁省沈阳市浑南新区远航中路1号","2820","电力、热力、燃气及水生产和供应业","16954965309.75","169.5496530975","16.6981830596924","A","7.47","POINT(123.44083242 41.70530359)"
"688408.SH","中信博","科创板","2020-08-28T00:00:00+08:00","大型","2009-11-20T00:00:00+08:00","135715480","工业建筑、专用设备与零部件","昆山市","昆山市","江苏省苏州市昆山市陆家镇华阳路190号","江苏省苏州市昆山市陆家镇华阳路190号","1177","制造业","16952220606.8","169.522206068","-1942.34484863281","BB","5.7","POINT(121.01601562 31.3424228)"
"600277.SH","亿利洁能","主板","2000-07-25T00:00:00+08:00","大型","1999-01-27T00:00:00+08:00","3560622194","连锁药店、农药中间体、轻有色金属、无机化工原料、药品经销、有机化学农药、植物类中药制剂","东胜区","鄂尔多斯市","内蒙古自治区鄂尔多斯市东胜区鄂尔多斯西街30号","北京市朝阳区光华路15号亿利生态广场一号楼19层","3926","制造业","16948561643.44","169.48561643440001","21.1176242828369","BBB","6.38","POINT(109.97737533 39.80933487)"
"002558.SZ","巨人网络","主板","2011-03-02T00:00:00+08:00","大型","1997-07-22T00:00:00+08:00","2024379932","网络游戏","南岸区","重庆市","重庆市南岸区江南大道8号万达广场1栋5层","上海市松江区中辰路655号","1413","信息传输、软件和信息技术服务业","16944060030.84","169.4406003084","17.9279651641846","BB","5.72","POINT(106.564291 29.52884745)"
"300294.SZ","博雅生物","创业板","2012-03-08T00:00:00+08:00","大型","1993-11-06T00:00:00+08:00","504248738","血液系统用制剂、血液制品","临川区","抚州市","江西省抚州市高新技术产业园区惠泉路333号","江西省抚州市高新技术产业园区惠泉路333号","1652","制造业","16922587647.28","169.2258764728","48.7195472717285","BBB","6.45","POINT(116.37351219 27.94510472)"
"002318.SZ","久立特材","主板","2009-12-11T00:00:00+08:00","大型","2004-01-08T00:00:00+08:00","977170720","钢管类","南浔区","湖州市","浙江省湖州市双林镇镇西","浙江省湖州市中兴大道1899号","3190","制造业","16914825163.2","169.148251632","19.9957904815674","BB","5.99","POINT(120.32574961 30.7747138)"
"688198.SH","佰仁医疗","科创板","2019-12-09T00:00:00+08:00","小型","2005-07-11T00:00:00+08:00","135672588","医疗美容器械","昌平区","北京市","北京市昌平区科技园东区华昌路2号","北京市昌平区科技园东区华昌路2号","284","制造业","16879026673.08","168.7902667308","301.717071533203","BBB","6.57","POINT(116.30066653 40.20495166)"
"000623.SZ","吉林敖东","主板","1996-10-28T00:00:00+08:00","大型","1993-03-20T00:00:00+08:00","1163047073","保健酒、公路建设、经纪业务、普通公路收费、投资银行业务、休闲食品、植物类中药制剂、资产管理业务","敦化市","敦化市","吉林省敦化市敖东大街2158号","吉林省敦化市敖东大街2158号","4613","制造业","16875813029.23","168.7581302923","11.6517543792725","BB","5.85","POINT(128.22219524 43.3584292)"
"001203.SZ","大中矿业","主板","2021-05-10T00:00:00+08:00","大型","1999-10-29T00:00:00+08:00","1508000000","黑色金属矿产","乌拉特前旗","巴彦淖尔市","内蒙古自治区巴彦淖尔市乌拉特前旗小佘太书记沟","内蒙古自治区包头市黄河大街55号12楼","3149","采矿业","16874520000","168.7452","9.81038188934326","BB","5.84","POINT(108.64701941 40.73587779)"
"600597.SH","光明乳业","主板","2002-08-28T00:00:00+08:00","大型","1996-10-07T00:00:00+08:00","1378640863","便利店、果汁、乳制品","徐汇区","上海市","上海市徐汇区吴中路578号","上海市徐汇区吴中路578号","11999","制造业","16833204937.23","168.3320493723","25.5455780029297","BBB","6.65","POINT(121.39823753 31.186952)"
"688333.SH","铂力特","科创板","2019-07-22T00:00:00+08:00","大型","2011-07-06T00:00:00+08:00","80791250","打印机、专用设备与零部件","长安区","西安市","陕西省西安市高新区上林苑七路1000号","陕西省西安市高新区上林苑七路1000号","1120","制造业","16795692962.5","167.956929625","-469.695556640625","BBB","6.29","POINT(108.95060052 34.31070176)"
"603063.SH","禾望电气","主板","2017-07-28T00:00:00+08:00","大型","2007-04-20T00:00:00+08:00","439562335","变电设备","福田区","深圳市","广东省深圳市福田区沙头街道天安社区滨河路与香蜜湖路交汇处天,安创新科技广场(二期)六层西座609室","广东省深圳市南山区西丽官龙村第二工业区11栋","1504","制造业","16791281197","167.91281197","59.7030181884766","BB","5.76","POINT(114.02705734 22.5326406)"
"002139.SZ","拓邦股份","主板","2007-06-29T00:00:00+08:00","大型","1996-02-09T00:00:00+08:00","1271027372","电子元器件、光学设备","南山区","深圳市","广东省深圳市南山区高新技术产业园区清华大学研究院B区413房","广东省深圳市宝安区石岩镇塘头大道拓邦工业园","8445","制造业","16790271584.12","167.9027158412","43.8060188293457","A","7.25","POINT(113.93734531 22.53570675)"
"688327.SH","云从科技-UW","科创板","2022-05-27T00:00:00+08:00","大型","2015-03-27T00:00:00+08:00","740670562","系统集成服务、专业咨询服务、专用设备与零部件","南沙区","广州市","广东省广州市南沙区南沙街金隆路37号501房","上海市浦东新区川和路55弄张江人工智能岛11栋","1120","信息传输、软件和信息技术服务业","16768781523.68","167.6878152368","-31.3214340209961","","2.88","POINT(113.54079642 22.79671526)"
"600123.SH","兰花科创","主板","1998-12-17T00:00:00+08:00","大型","1998-12-08T00:00:00+08:00","1142400000","氮肥、煤制品、无机化工原料、有机化工原料、原煤","城区","晋城市","山西省晋城市城区凤台东街2288号兰花科技大厦","山西省晋城市城区凤台东街2288号兰花科技大厦","18348","采矿业","16759008000","167.59008","5.5851616859436","BBB","5.83","POINT(112.87388372 35.49001316)"
"603355.SH","莱克电气","主板","2015-05-13T00:00:00+08:00","大型","2001-12-26T00:00:00+08:00","574335860","清洁器具","虎丘区","苏州市","江苏省苏州市高新区向阳路1号","江苏省苏州市高新区向阳路1号","8861","制造业","16730403601.8","167.304036018","31.9953937530518","BB","5.65","POINT(121.10778238 31.45540774)"
"002544.SZ","普天科技","主板","2011-01-28T00:00:00+08:00","大型","1994-11-19T00:00:00+08:00","682821325","传输设备、电信增值服务、电子测试和测量仪器、电子元器件、行业专用软件、集成电路、接入设备、其他消费电子产品、通信系统与平台、通信终端设备、卫星制造及应用、系统集成服务、专业咨询服务","花都区","广州市","广东省广州市花都区迎宾大道95号","广东省广州市新港中路381号杰赛科技大楼","4526","信息传输、软件和信息技术服务业","16729122462.5","167.291224625","117.581001281738","BBB","6.63","POINT(113.22192593 23.40447797)"
"300623.SZ","捷捷微电","创业板","2017-03-14T00:00:00+08:00","大型","1995-03-29T00:00:00+08:00","736667063","半导体材料","启东市","启东市","江苏省启东市经济开发区钱塘江路3000号","江苏省启东市经济开发区钱塘江路3000号","1770","制造业","16722342330.1","167.223423301","33.6374588012695","A","7.57","POINT(121.6283763 31.81421319)"
"000981.SZ","*ST银亿","主板","2000-06-22T00:00:00+08:00","大型","1998-08-31T00:00:00+08:00","9997470888","广告代理、汽车及零配件经销、物业出租和管理、住宅楼盘","城关区","兰州市","甘肃省兰州市高新技术产业开发区张苏滩573号8楼","浙江省宁波市鄞州区中山东路1800号国华金融中心42楼","10916","制造业","16695776382.96","166.9577638296","-8.51395702362061","BB","5.11","POINT(103.8861811 36.05462749)"
"002572.SZ","索菲亚","主板","2011-04-12T00:00:00+08:00","大型","2003-07-15T00:00:00+08:00","912370038","家具","增城区","广州市","广东省广州市增城区永宁街郭村仙宁路2号","广东省广州市增城区永宁街郭村仙宁路2号","14486","制造业","16678124294.64","166.7812429464","139.925369262695","BBB","6.27","POINT(113.65854552 23.21764163)"
"002706.SZ","良信股份","主板","2014-01-21T00:00:00+08:00","大型","1999-01-07T00:00:00+08:00","1019123653","低压电器类","浦东新区","上海市","上海市浦东新区申江南路2000号","上海市浦东新区申江南路2000号","2544","制造业","16662671726.55","166.6267172655","39.0526313781738","BB","5.58","POINT(121.63043444 31.1254417)"
"000935.SZ","四川双马","主板","1999-08-24T00:00:00+08:00","中型","1998-10-20T00:00:00+08:00","763440333","火电、石材石料、水电、水泥、砖瓦及砌块","江油市","江油市","四川省绵阳市江油市二郎庙镇","四川省成都市锦江区红星路三段一号成都国际金融中心1号写字楼26楼2号","453","制造业","16658268066.06","166.5826806606","15.8555965423584","BBB","6.13","POINT(105.09876834 32.04438491)"
"002402.SZ","和而泰","主板","2010-05-11T00:00:00+08:00","大型","2000-01-12T00:00:00+08:00","914016928","电子设备及加工","南山区","深圳市","广东省深圳市南山区高新南区科技南十路6号深圳航天科技创新研究院大厦D座10楼1010-1011","广东省深圳市南山区高新南区科技南十路6号深圳航天科技创新研究院大厦D座10楼1010-1011","5662","制造业","16635108089.6","166.351080896","32.1836853027344","BBB","6.28","POINT(113.94943616 22.54069257)"
"600612.SH","老凤祥","主板","1992-08-14T00:00:00+08:00","大型","1992-11-11T00:00:00+08:00","523117764","笔、黄金、奢侈饰品","黄浦区","上海市","上海市黄浦区南京西路190号四层,五层","上海市漕溪路270号1号楼六楼","2259","制造业","16626159692.1851","166.261596921851","12.2041082382202","BB","5.75","POINT(121.46684889 31.23519196)"
"601969.SH","海南矿业","主板","2014-12-09T00:00:00+08:00","大型","2007-08-22T00:00:00+08:00","2034496729","黑色金属矿产","昌江黎族自治县","昌江黎族自治县","海南省昌江黎族自治县石碌镇(海钢办公大楼)","海南省澄迈县老城镇高新技术产业示范区海南生态软件园沃克公园8801栋","3279","采矿业","16621838275.93","166.2183827593","19.0808200836182","BB","5.74","POINT(109.05170547 19.27914243)"
"000627.SZ","天茂集团","主板","1996-11-12T00:00:00+08:00","中型","1993-11-18T00:00:00+08:00","4940629165","高分子聚合物、个人保险、抗生素类抗感染制剂、医药中间体、有机化工原料、原料药","掇刀区","荆门市","湖北省荆门市漳河新区天山路1号(国华汇金中心)1幢2楼","湖北省荆门市漳河新区天山路1号(国华汇金中心)1幢2楼","2239","金融业","16600513994.4","166.005139944","42.1873092651367","BBB","6.55","POINT(112.17632254 31.0024452)"
"688002.SH","睿创微纳","科创板","2019-07-22T00:00:00+08:00","大型","2009-12-11T00:00:00+08:00","446023750","半导体分立器件、电子测试和测量仪器、专用设备与零部件","福山区","烟台市","山东省烟台市开发区贵阳大街11号","山东省烟台市开发区贵阳大街11号","2067","制造业","16569782312.5","165.697823125","43.6449890136719","BB","5.72","POINT(121.12450071 37.60806917)"
"601778.SH","晶科科技","主板","2020-05-19T00:00:00+08:00","大型","2011-07-28T00:00:00+08:00","2894348617","半导体太阳能光伏","横峰县","上饶市","江西省上饶市横峰县经济开发区管委会二楼","上海市闵行区申长路1466弄1号晶科中心","1296","电力、热力、燃气及水生产和供应业","16526730603.07","165.26730603069998","40.1067352294922","BB","5.61","POINT(117.6045208 28.4201126)"
"300136.SZ","信维通信","创业板","2010-11-05T00:00:00+08:00","大型","2006-04-27T00:00:00+08:00","967568638","电子元器件、通信线缆","宝安区","深圳市","广东省深圳市宝安区沙井街道西环路1013号A,B栋","广东省深圳市宝安区沙井街道西环路1013号A,B栋","11629","制造业","16497045277.9","164.970452779","32.2899551391602","A","7.54","POINT(113.79199914 22.71824441)"
"002250.SZ","联化科技","主板","2008-06-19T00:00:00+08:00","大型","1998-09-14T00:00:00+08:00","923246256","农药中间体、染料及颜料、医药中间体","黄岩区","台州市","浙江省台州市黄岩区江口经济开发区永椒路8号","浙江省台州市黄岩区劳动北路总商会大厦17楼","6434","制造业","16489178132.16","164.8917813216","53.9613952636719","BBB","6.38","POINT(121.33304246 28.69119964)"
"300747.SZ","锐科激光","创业板","2018-06-25T00:00:00+08:00","大型","2007-04-06T00:00:00+08:00","566756060","专用设备与零部件","江夏区","武汉市","湖北省武汉市东湖开发区高新大道999号","湖北省武汉市东湖开发区高新大道999号","4055","制造业","16486933785.4","164.869337854","42.8172035217285","BB","5.27","POINT(114.53694826 30.49229671)"
"000060.SZ","中金岭南","主板","1997-01-23T00:00:00+08:00","大型","1984-09-01T00:00:00+08:00","3737542102","白银、建筑型材、铝合金及制品、镍、铅、锌、型钢类","罗湖区","深圳市","广东省深圳市罗湖区清水河街道清水河社区清水河一路112号深业进元大厦塔楼2座303C","广东省深圳市福田区深南大道6013号中国有色大厦23-26楼","9664","制造业","16482560669.82","164.8256066982","13.211522102356","BBB","6.6","POINT(114.11098676 22.58294299)"
"002258.SZ","利尔化学","主板","2008-07-08T00:00:00+08:00","大型","2000-07-26T00:00:00+08:00","744335006","有机化学农药","涪城区","绵阳市","四川省绵阳市经济技术开发区","四川省成都市成华区华盛路58号5幢","5360","制造业","16464690332.72","164.6469033272","10.1953144073486","BBB","6.25","POINT(104.77157277 31.42819906)"
"002670.SZ","国盛金控","主板","2012-04-16T00:00:00+08:00","中型","1995-08-17T00:00:00+08:00","1935084653","证券业务、专业咨询服务","顺德区","佛山市","广东省佛山市顺德区容桂街道华口昌宝东路13号","广东省深圳市福田区益田路5033号平安金融中心101层","2448","金融业","16448219550.5","164.482195505","1693.78063964844","BBB","6.14","POINT(113.31942527 22.76375072)"
"002204.SZ","大连重工","主板","2008-01-16T00:00:00+08:00","大型","1993-02-18T00:00:00+08:00","1931370032","船舶(配件)及其维修、风泵机械、专用设备与零部件","西岗区","大连市","辽宁省大连市西岗区八一路169号","辽宁省大连市西岗区八一路169号","5427","制造业","16435958972.32","164.3595897232","104.044090270996","BBB","6.44","POINT(121.62174998 38.86817325)"
"600869.SH","远东股份","主板","1995-02-06T00:00:00+08:00","大型","1995-01-25T00:00:00+08:00","2219352746","专用设备与零部件","城东区","西宁市","青海省西宁市城东区南山东路7号创新创业大厦12楼1202-8","江苏省宜兴市高塍远东大道6号","8164","制造业","16423210320.4","164.232103204","32.9898338317871","BBB","6.34","POINT(101.80043111 36.58940815)"
"600126.SH","杭钢股份","主板","1998-03-11T00:00:00+08:00","大型","1998-02-25T00:00:00+08:00","3377189083","燃气、水电、污水处理、型钢类","拱墅区","杭州市","浙江省杭州市拱墅区半山路178号","浙江省杭州市拱墅区半山路178号杭钢办公大楼9楼","3584","制造业","16413138943.38","164.1313894338","9.81089496612549","BBB","6.09","POINT(120.1741293 30.35420283)"
"603650.SH","彤程新材","主板","2018-06-27T00:00:00+08:00","中型","2008-06-04T00:00:00+08:00","596119625","高分子聚合物、国内贸易","浦东新区","上海市","上海市浦东新区自由贸易试验区银城中路501号上海中心25层2501室","上海市浦东新区自由贸易试验区银城中路501号上海中心25层2501室","970","制造业","16405212080","164.0521208","64.7899169921875","A","7.57","POINT(121.50095684 31.23554541)"
"300755.SZ","华致酒行","创业板","2019-01-29T00:00:00+08:00","大型","2005-05-26T00:00:00+08:00","416798400","互联网服务、连锁餐饮、运营平台系统","香格里拉市","香格里拉市","云南省迪庆藏族自治州香格里拉经济开发区中心片区","北京市东城区白桥大街15号嘉禾国信大厦CD座5层","1868","批发和零售业","16359337200","163.593372","22.3016624450684","BBB","6.15","POINT(100.05360137 27.0763552)"
"301039.SZ","中集车辆","创业板","2021-07-08T00:00:00+08:00","大型","1996-08-29T00:00:00+08:00","2017600000","专用设备与零部件","南山区","深圳市","广东省深圳市南山区蛇口港湾大道2号","广东省深圳市南山区蛇口港湾大道2号","13286","制造业","16315799634.08","163.1579963408","23.3813228607178","A","7.86","POINT(113.90707477 22.48046941)"
"600595.SH","中孚实业","主板","2002-06-26T00:00:00+08:00","大型","1997-01-28T00:00:00+08:00","4014298114","电解铝、铝合金及制品、铝加工材","巩义市","巩义市","河南省郑州市巩义市新华路31号","河南省郑州市巩义市新华路31号","7597","制造业","16298050342.84","162.9805034284","17.9797916412354","BB","5.66","POINT(112.97718068 34.74676796)"
"000967.SZ","盈峰环境","主板","2000-03-30T00:00:00+08:00","大型","1993-11-18T00:00:00+08:00","3179499998","风泵机械、环保机械、环卫服务、输电设备","上虞区","绍兴市","浙江省绍兴市上虞区东关街道人民西路1818号","广东省佛山市顺德区北滘新城区怡欣路7-8号盈峰中心23层","13363","水利、环境和公共设施管理业","16279039989.76","162.7903998976","22.6667346954346","BB","5.88","POINT(120.8092497 30.02675958)"
"002324.SZ","普利特","主板","2009-12-18T00:00:00+08:00","大型","1999-10-28T00:00:00+08:00","1014062317","高分子聚合物","青浦区","上海市","上海市青浦区赵巷镇沪青平公路2855弄1号12楼","上海市青浦工业园区新业路558号","1302","制造业","16275700187.85","162.7570018785","-626.466735839844","BB","5.34","POINT(121.22004545 31.1546099)"
"300296.SZ","利亚德","创业板","2012-03-15T00:00:00+08:00","大型","1995-08-21T00:00:00+08:00","2542901478","半导体照明、其他消费电子产品、显示设备","海淀区","北京市","北京市海淀区颐和园北正红旗西街9号","北京市海淀区颐和园北正红旗西街9号","4891","制造业","16274569459.2","162.745694592","26.1626892089844","A","7.45","POINT(116.2613051 40.0071716)"
"601098.SH","中南传媒","主板","2010-10-28T00:00:00+08:00","大型","2008-12-25T00:00:00+08:00","1796000000","出版","开福区","长沙市","湖南省长沙市开福区营盘东路38号","湖南省长沙市开福区营盘东路38号","12695","文化、体育和娱乐业","16271760000","162.7176","10.6872720718384","BBB","5.95","POINT(112.9833785 28.2066764)"
"002273.SZ","水晶光电","主板","2008-09-19T00:00:00+08:00","大型","2002-08-02T00:00:00+08:00","1390632221","电子元器件","椒江区","台州市","浙江省台州市椒江区星星电子产业区A5号","浙江省台州市椒江区三甲街道开发大道东段2198号","6308","制造业","16270396985.7","162.703969857","35.3611907958984","BBB","6.1","POINT(121.39835205 28.61798303)"
"002010.SZ","传化智联","主板","2004-06-29T00:00:00+08:00","大型","2001-07-06T00:00:00+08:00","2802649508","催化剂及化学助剂、互联网服务、其他物流、染料及颜料、运营平台系统","萧山区","杭州市","浙江省杭州市萧山经济技术开发区","浙江省杭州市萧山区钱江世纪城民和路945号传化大厦","5314","租赁和商务服务业","16255367146.4","162.553671464","7.18610620498657","A","7.97","POINT(120.27514095 30.2007262)"
"600259.SH","广晟有色","主板","2000-05-25T00:00:00+08:00","大型","1993-06-18T00:00:00+08:00","336435910","重有色金属","龙华区","海口市","海南省海口市龙华区滨海大道69号海口宝华海景大酒店8楼809房","广东省广州市天河区林和西路157号保利中汇广场A栋31-32楼","1226","采矿业","16233032657.5","162.330326575","90.2396774291992","BBB","6.72","POINT(110.31286434 20.03303346)"
"300024.SZ","机器人","创业板","2009-10-30T00:00:00+08:00","大型","2000-04-30T00:00:00+08:00","1550211950","智能商用设备","浑南区","沈阳市","辽宁省沈阳市浑南新区金辉街16号","辽宁省沈阳市浑南新区全运路33号","4026","制造业","16215216997","162.15216997","-27.1867046356201","BB","5.87","POINT(123.46216211 41.71656426)"
"600771.SH","广誉远","主板","1996-11-05T00:00:00+08:00","大型","1996-11-25T00:00:00+08:00","491999697","妇产科用制剂、呼吸系统用制剂、抗生素类抗感染制剂、五官科用制剂、消化系统用制剂、循环系统用制剂、营养补充类制剂、植物类中药制剂","太谷区","晋中市","山西省晋中市太谷区广誉远路1号","山西省晋中市榆次区广安街299号巨燕财富广场3号楼","1900","制造业","16211390016.15","162.1139001615","-51.6851692199707","BBB","6.73","POINT(112.54509983 37.42079493)"
"000686.SZ","东北证券","主板","1997-02-27T00:00:00+08:00","中型","1992-07-17T00:00:00+08:00","2340452915","经纪业务、投资银行业务、资产管理业务","南关区","长春市","吉林省长春市生态大街6666号","吉林省长春市生态大街6666号","3365","金融业","16195934171.8","161.959341718","15.7783803939819","BBB","6.09","POINT(125.37399608 43.77321132)"
"000930.SZ","中粮科技","主板","1999-07-12T00:00:00+08:00","大型","1998-08-28T00:00:00+08:00","1865273596","食品添加剂、调味品、有机化工原料","禹会区","蚌埠市","安徽省蚌埠市禹会区中粮大道1号","北京市东城区建国门内大街8号中粮广场A座7层,安徽省蚌埠市中粮大道1号","8413","制造业","16190574813.28","161.9057481328","14.3734560012817","BBB","6.28","POINT(117.3095415 32.94091639)"
"600529.SH","山东药玻","主板","2002-06-03T00:00:00+08:00","大型","1993-11-08T00:00:00+08:00","594967747","玻璃容器、塑料包装制品","沂源县","淄博市","山东省淄博市沂源县城","山东省淄博市沂源县城","6171","制造业","16189072395.87","161.89072395870002","27.529354095459","BBB","6.14","POINT(118.16494834 36.1848467)"
"600055.SH","万东医疗","主板","1997-05-19T00:00:00+08:00","中型","1997-05-12T00:00:00+08:00","703061058","感染控制设备、诊断治疗设备","朝阳区","北京市","北京市朝阳区酒仙桥东路9号院3号楼","北京市朝阳区酒仙桥东路9号院3号楼","861","制造业","16177434944.58","161.7743494458","101.854637145996","A","7.44","POINT(116.49290329 39.97338184)"
"603588.SH","高能环境","主板","2014-12-29T00:00:00+08:00","大型","1992-08-28T00:00:00+08:00","1279381288","专用设备与零部件","海淀区","北京市","北京市海淀区地锦路9号院13号楼-1至4层101内一层","北京市海淀区秋枫路36号院1号楼高能环境大厦","3683","水利、环境和公共设施管理业","16171379480.32","161.7137948032","20.7203407287598","A","7.47","POINT(116.16674858 40.0564639)"
"002291.SZ","星期六","主板","2009-09-03T00:00:00+08:00","大型","2002-07-25T00:00:00+08:00","911020689","互联网服务、鞋子","南海区","佛山市","广东省佛山市南海区桂城街道庆安路2号","广东省佛山市南海区桂城街道庆安路2号","1480","制造业","16161507022.86","161.61507022860002","-25.954439163208","BB","5.32","POINT(113.16637899 23.02604084)"
"688029.SH","南微医学","科创板","2019-07-22T00:00:00+08:00","大型","2000-05-10T00:00:00+08:00","187246108","手术与注射器械","浦口区","南京市","江苏省南京市高新开发区高科三路10号","江苏省南京市高新开发区高科三路10号","2315","制造业","16140614509.6","161.40614509600002","53.5742225646973","BBB","6.36","POINT(118.70833893 32.17232931)"
"301089.SZ","拓新药业","创业板","2021-10-27T00:00:00+08:00","大型","2005-02-03T00:00:00+08:00","126000000","食品添加剂、医药中间体、原料药","新乡县","新乡市","河南省新乡市新乡县高新区静泉西路398号","河南省新乡市红旗区科隆大道515号","1371","制造业","16134300000","161.343","251.963195800781","A","7.2","POINT(113.90453868 35.23798311)"
"300827.SZ","上能电气","创业板","2020-04-10T00:00:00+08:00","中型","2012-03-30T00:00:00+08:00","237600864","变电设备","惠山区","无锡市","江苏省无锡市惠山区和惠路6号","江苏省无锡市惠山区和惠路6号","802","制造业","16128346648.32","161.2834664832","271.261016845703","BB","5.25","POINT(120.27922073 31.66980423)"
"688776.SH","国光电气","科创板","2021-08-31T00:00:00+08:00","中型","1981-10-08T00:00:00+08:00","77416728","电子设备及加工","龙泉驿区","成都市","四川省成都市经济技术开发区(龙泉驿区)星光西路117号","四川省成都市经济技术开发区(龙泉驿区)星光西路117号","969","制造业","16123581940.56","161.23581940559998","90.0865173339844","BB","5.53","POINT(104.22322749 30.5663413)"
"603005.SH","晶方科技","主板","2014-02-10T00:00:00+08:00","大型","2005-06-10T00:00:00+08:00","653212346","电子元器件","吴中区","苏州市","江苏省苏州市工业园区汀兰巷29号","江苏省苏州市工业园区汀兰巷29号","1125","制造业","16108216452.36","161.0821645236","29.8095054626465","BBB","6.72","POINT(120.79334416 31.34573531)"
"600959.SH","江苏有线","主板","2015-04-28T00:00:00+08:00","大型","2008-07-10T00:00:00+08:00","5000717686","有线电视网","建邺区","南京市","江苏省南京市建邺区江东中路222号南京市奥体体育科技中心六楼","江苏省南京市麒麟科技创新园运粮河西路101号江苏有线三网融合枢纽中心","17865","信息传输、软件和信息技术服务业","16102310948.92","161.0231094892","48.1863555908203","BB","5.8","POINT(118.72022495 32.0132038)"
"600335.SH","国机汽车","主板","2001-03-05T00:00:00+08:00","大型","1999-03-26T00:00:00+08:00","1456875351","汽车零售店","西青区","天津市","天津市滨海高新区华苑产业区榕苑路2号2-1605","北京市海淀区中关村南三街6号中科资源大厦北楼","7199","批发和零售业","16083903875.04","160.83903875040002","66.1747207641602","A","7.24","POINT(117.10955405 39.09719026)"
"688131.SH","皓元医药","科创板","2021-06-08T00:00:00+08:00","大型","2006-09-30T00:00:00+08:00","104078809","医药中间体","浦东新区","上海市","中国(上海)自由贸易试验区蔡伦路720弄2号501室","上海市浦东新区张衡路1999弄3幢","1486","科学研究和技术服务业","16031258950.27","160.3125895027","80.5025405883789","BBB","6.69","POINT(121.60384717 31.19677034)"
"300458.SZ","全志科技","创业板","2015-05-15T00:00:00+08:00","中型","2007-09-19T00:00:00+08:00","630092738","电子元器件","香洲区","珠海市","广东省珠海市高新区唐家湾镇科技二路9号","广东省珠海市高新区唐家湾镇科技二路9号","742","制造业","16029559254.72","160.2955925472","33.0492744445801","BB","5.51","POINT(113.55049606 22.38636843)"
